,Body_Dimensions,Body_SIM,Body_Weight,Display_Resolution,Display_Size,Display_Type,Launch_Announced,Memory_Card slot,Memory_Internal,Name,Network_Technology,Platform_CPU,Platform_OS,Battery_Type,Comms_Bluetooth,Comms_Infrared port,Comms_NFC,Comms_Positioning,Comms_Radio,Comms_USB,Comms_WLAN,Features_Sensors,Main Camera_Dual,Main Camera_Features,Main Camera_Single,Main Camera_Triple,Main Camera_Video,Misc_Price,Selfie camera_Features,Selfie camera_Single,Selfie camera_Video,Sound_3.5mm jack,Sound_Loudspeaker,Selfie camera_Dual,Selfie camera_Triple,Main Camera_Quad,Main Camera_Dual or Triple,Main Camera_Penta,Main Camera_Five,Device_label,Brand
196,117 x 64.8 x 11.6 mm (4.61 x 2.55 x 0.46 in),Mini-SIM,126 g (4.44 oz),"240 x 320 pixels, 4:3 ratio","2.6 inches, 20.9 cm2 (~27.6% screen-to-body ratio)","TFT, 256K colors","2012, April. Released 2012, April",microSDHC (dedicated slot),150MB,alcatel OT,GSM / HSPA,650 MHz Cortex-A9,Android 2.3 (Gingerbread),Removable Li-Ion 1500 mAh battery,"3.0, A2DP",,,"GPS, A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Wi-Fi 802.11 b/g/n, hotspot","Accelerometer, proximity, compass",,LED flash,3.15 MP,,Yes,About 120 EUR,,,,Yes,Yes,,,,,,,phone,alcatel
197,104 x 58 x 12 mm (4.09 x 2.28 x 0.47 in),Mini-SIM,93 g (3.28 oz),"240 x 320 pixels, 4:3 ratio (~143 ppi density)","2.8 inches, 24.3 cm2 (~40.2% screen-to-body ratio)","TFT, 256K colors","2012, April. Released 2012, April",microSDHC (dedicated slot),2MB,alcatel OT,GSM,104 MHz,,Removable Li-Ion 1000 mAh battery,"2.1, A2DP",,,No,"Stereo FM radio, RDS",microUSB 2.0,Wi-Fi 802.11 b/g,,,,2 MP,,Yes,About 60 EUR,,,,Yes,Yes,,,,,,,phone,alcatel
198,115 x 61 x 10.4 mm (4.53 x 2.40 x 0.41 in),Mini-SIM,103.2 g (3.63 oz),"320 x 240 pixels, 4:3 ratio (~167 ppi density)","2.4 inches, 17.8 cm2 (~25.4% screen-to-body ratio)","TFT, 256K colors","2012, June. Released 2012, June",microSDHC (dedicated slot),50MB,alcatel OT,GSM / HSPA,611 MHz,,Removable Li-Ion 1000 mAh battery,"2.1, A2DP",,,No,"FM radio, RDS",microUSB 2.0,"Wi-Fi 802.11 b/g, hotspot",,,,3.15 MP,,Yes,About 50 EUR,,,,Yes,Yes,,,,,,,phone,alcatel
199,115 x 61 x 13 mm (4.53 x 2.40 x 0.51 in),"Dual SIM (Mini-SIM, dual stand-by) - Alcatel OT-819D only",103 g (3.63 oz),"320 x 240 pixels, 4:3 ratio (~167 ppi density)","2.4 inches, 17.8 cm2 (~25.4% screen-to-body ratio)","TFT resistive touchscreen, 256K colors",2012. Released 2012,microSD (dedicated slot),,alcatel OT,GSM,,,Removable Li-Ion battery,Yes,,,No,"Stereo FM radio, RDS",Proprietary,"Wi-Fi 802.11 b/g/n, hotspot",,,,2 MP,,Yes,,,,,,Yes,,,,,,,phone,alcatel
200,106 x 58 x 12.3 mm (4.17 x 2.28 x 0.48 in),Mini-SIM,126.8 g (4.44 oz),"320 x 240 pixels, 4:3 ratio (~200 ppi density)","2.0 inches, 12.4 cm2 (~20.1% screen-to-body ratio)","TFT, 256K colors","2012, March. Released 2012, March",microSDHC (dedicated slot),50MB,alcatel OT,GSM / HSPA,650 MHz,,Removable Li-Ion 850 mAh battery,"2.1, A2DP",,,A-GPS only (OT-871S model),"Stereo FM radio, RDS",microUSB 2.0,No,,,,2 MP,,Yes,,,,,Yes,Yes,,,,,,,phone,alcatel
201,88 x 58 x 15.5 mm (3.46 x 2.28 x 0.61 in),Mini-SIM,101 g (3.56 oz),220 x 176 pixels (~141 ppi density),"2.0 inches, 12.6 cm2 (~24.7% screen-to-body ratio)","TFT, 256K colors","2012, April. Released 2012, April",microSDHC (dedicated slot),2MB,alcatel OT,GSM,104 MHz,,Removable Li-Ion 850 mAh battery,"2.1, A2DP",,,No,"Stereo FM radio, RDS",microUSB,No,,,,2 MP,,No,,,,,Yes,Yes,,,,,,,phone,alcatel
202,106 x 58 x 11.9 mm (4.17 x 2.28 x 0.47 in),Mini-SIM,76 g (2.68 oz),220 x 176 pixels (~141 ppi density),"2.0 inches, 12.6 cm2 (~20.5% screen-to-body ratio)","TFT, 256K colors","2012, April. Released 2012, September",microSDHC (dedicated slot),0.8MB,alcatel OT,GSM,52 MHz,,Removable Li-Ion 650 mAh battery,No,,,No,"Stereo FM radio, RDS",microUSB,No,,,,VGA,,No,About 20 EUR,,,,Yes,Yes,,,,,,,phone,alcatel
203,103 x 58 x 11.9 mm (4.06 x 2.28 x 0.47 in),Mini-SIM,76 g (2.68 oz),160 x 128 pixels (~114 ppi density),"1.8 inches, 10.2 cm2 (~17.1% screen-to-body ratio)","TFT, 65K colors","2012, February. Released 2012, February",microSD (dedicated slot),0.4MB,alcatel OT,GSM,52 MHz,,Removable Li-Ion 500 mAh battery,No,,,No,"Stereo FM radio, RDS",miniUSB,No,,,,,,,,,,,No,Yes,,,,,,,phone,alcatel
204,109 x 46 x 14 mm (4.29 x 1.81 x 0.55 in),Dual SIM (Mini-SIM),71 g (2.50 oz),120 x 160 pixels (~114 ppi density),"1.8 inches, 10.2 cm2 (~20.3% screen-to-body ratio)","TFT, 256K colors","2012, January. Released 2012, January",microSD (dedicated slot),0.2MB,alcatel OT,GSM,52 MHz,,Removable Li-Ion 650 mAh battery,2.0,,,No,"FM radio, RDS",microUSB,No,,,,VGA,,No,,,,,Yes,Yes,,,,,,,phone,alcatel
205,109 x 46 x 14 mm (4.29 x 1.81 x 0.55 in),Dual SIM (Mini-SIM),71 g (2.50 oz),120 x 160 pixels (~114 ppi density),"1.8 inches, 10.2 cm2 (~20.3% screen-to-body ratio)","TFT, 256K colors","2012, March. Released 2012, March",microSD (dedicated slot),0.2MB,alcatel OT,GSM,52 MHz,,Removable Li-Ion 650 mAh battery,No,,,No,"FM radio, RDS",microUSB,No,,,,VGA,,No,,,,,Yes,Yes,,,,,,,phone,alcatel
206,109 x 46 x 14 mm (4.29 x 1.81 x 0.55 in),Mini-SIM,69 g (2.43 oz),"128 x 128 pixels, 1:1 ratio (~121 ppi density)","1.5 inches, 7.3 cm2 (~14.5% screen-to-body ratio)","TFT, 65K colors","2012, February. Released 2012, February",microSD (dedicated slot),1MB,alcatel OT,GSM,52 MHz,,Removable Li-Ion 500 mAh battery,No,,,No,"FM radio, RDS",microUSB,No,,,,VGA,,No,About 30 EUR,,,,Yes,Yes,,,,,,,phone,alcatel
207,110 x 56.5 x 13.5 mm (4.33 x 2.22 x 0.53 in),Mini-SIM,88 g (3.10 oz),160 x 128 pixels (~114 ppi density),"1.8 inches, 10.2 cm2 (~16.4% screen-to-body ratio)","TFT, 65K colors","2011, December. Released 2011, December",No,,alcatel OT,GSM,52 MHz,,Removable Li-Ion 1000 mAh battery,No,,,No,FM radio,microUSB,No,,,,,,,About 60 EUR,,,,No,Yes,,,,,,,phone,alcatel
208,94 x 45 x 18 mm (3.70 x 1.77 x 0.71 in),Mini-SIM,67 g (2.36 oz),128 x 160 pixels (~114 ppi density),"1.8 inches, 10.2 cm2 (~24.1% screen-to-body ratio)","TFT, 65K colors","2012, February. Released 2012, February",No,,alcatel OT,GSM,78 MHz,,Removable Li-Ion 500 mAh battery,No,,,No,FM radio,microUSB,No,,,,,,,,,,,No,Yes,,,,,,,phone,alcatel
209,106 x 46 x 14.4 mm (4.17 x 1.81 x 0.57 in),Mini-SIM,63 g (2.22 oz),"128 x 128 pixels, 1:1 ratio (~125 ppi density)","1.45 inches, 6.8 cm2 (~13.9% screen-to-body ratio)","TFT, 65K colors","2012, January. Released 2012, January",No,,alcatel OT,GSM,78 MHz,,Removable Li-Ion 500 mAh battery,No,,,No,FM radio,microUSB,No,,,,,,,About 20 EUR,,,,No,Yes,,,,,,,phone,alcatel
210,"116 x 61.8 x 12.5 mm, 87.2 cc (4.57 x 2.43 x 0.49 in)",Mini-SIM,136 g (4.80 oz),"320 x 480 pixels, 3:2 ratio (~165 ppi density)","3.5 inches, 36.5 cm2 (~50.9% screen-to-body ratio)","TFT, 256K colors","2012, March. Released 2012, April","microSDHC (dedicated slot), 2 GB included",512MB 256MB RAM,alcatel OT,GSM / HSPA,650 MHz Cortex-A9,Android 2.3.6 (Gingerbread),Removable Li-Ion 1300 mAh battery,"3.0, A2DP",,,"GPS, A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Wi-Fi 802.11 b/g/n, hotspot","Accelerometer, proximity, compass",,LED flash,3.15 MP,,480p@30fps,About 110 EUR,,VGA,,Yes,Yes,,,,,,,phone,alcatel
211,119 x 58 x 11.9 mm (4.69 x 2.28 x 0.47 in),Mini-SIM,123.4 g (4.34 oz),"240 x 320 pixels, 4:3 ratio (~143 ppi density)","2.8 inches, 24.3 cm2 (~35.2% screen-to-body ratio)","TFT, 256K colors","2012, February. Released 2012, Q2",microSDHC (dedicated slot),,alcatel OT,GSM / HSPA,,Android 2.3 (Gingerbread),Removable Li-Ion battery,"3.0, A2DP",,,"GPS, A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Wi-Fi 802.11 b/g, hotspot","Accelerometer, proximity, compass",,LED flash,"5 MP, AF",,Yes,,,,,Yes,Yes,,,,,,,phone,alcatel
212,70 x 70 x 16.8 mm (2.76 x 2.76 x 0.66 in),"Dual SIM (Mini-SIM, dual stand-by)",93.8 g (3.28 oz),"320 x 240 pixels, 4:3 ratio (~167 ppi density)","2.4 inches, 17.8 cm2 (~36.4% screen-to-body ratio)","TFT, 256K colors",2011. Released 2011,microSDHC (dedicated slot),70MB,alcatel OT,GSM,208 MHz,,Removable Li-Ion 850 mAh battery,"2.0, A2DP",,,No,"FM radio, RDS",miniUSB 2.0,No,,,,2 MP,,Yes,About 60 EUR,,,,Yes,Yes,,,,,,,phone,alcatel
213,109.3 x 57 x 14 mm (4.30 x 2.24 x 0.55 in),Mini-SIM,103 g (3.63 oz),"240 x 320 pixels, 4:3 ratio (~143 ppi density)","2.8 inches, 24.3 cm2 (~39.0% screen-to-body ratio)","TFT resistive touchscreen, 256K colors","2011, July. Released 2011, July",microSDHC (dedicated slot),200MB,alcatel OT,GSM / HSPA,,Android 2.2 (Froyo),Removable Li-Ion 1150 mAh battery,"2.1, A2DP",,,"GPS, A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Wi-Fi 802.11 b/g, hotspot","Accelerometer, compass",,,2 MP,,Yes,,,,,Yes,Yes,,,,,,,phone,alcatel
214,70 x 70 x 16.8 mm (2.76 x 2.76 x 0.66 in),Mini-SIM,93.8 g (3.28 oz),"320 x 240 pixels, 4:3 ratio (~167 ppi density)","2.4 inches, 17.8 cm2 (~36.4% screen-to-body ratio)","TFT, 256K colors","2011, October",microSDHC (dedicated slot),50MB,alcatel OT,GSM,208 MHz,,Removable Li-Ion 850 mAh battery,"2.1, A2DP",,,No,"FM radio, RDS",microUSB 2.0,No,,,,2 MP,,Yes,,,,,Yes,Yes,,,,,,,phone,alcatel
215,128 x 68 x 9.8 mm (5.04 x 2.68 x 0.39 in),Mini-SIM,124 g (4.37 oz),"480 x 800 pixels, 5:3 ratio (~217 ppi density)","4.3 inches, 52.6 cm2 (~60.5% screen-to-body ratio)",TFT,"2012, February. Released 2012, February",microSDHC (dedicated slot),2GB 512MB RAM,alcatel OT,GSM / HSPA,1.4 GHz Scorpion,"Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",Removable Li-Ion 1500 mAh battery,"3.0, A2DP",,,"GPS, A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Wi-Fi 802.11 b/g/n, hotspot","Accelerometer, proximity, compass",,LED flash,"5 MP, AF",,720p@30fps,About 220 EUR,,VGA,,Yes,Yes,,,,,,,phone,alcatel
216,116 x 62.2 x 12.2 mm (4.57 x 2.45 x 0.48 in),Mini-SIM,144 g (5.08 oz),"320 x 480 pixels, 3:2 ratio (~165 ppi density)","3.5 inches, 36.5 cm2 (~50.6% screen-to-body ratio)","TFT, 256K colors","2011, February. Released 2011, August",microSDHC (dedicated slot),150MB,alcatel OT,GSM / HSPA,600 MHz,Android 2.2 (Froyo),Removable Li-Ion 1300 mAh battery,"2.1, A2DP",,,"GPS, A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Wi-Fi 802.11 b/g/n, hotspot","Accelerometer, proximity, compass",,LED flash,"5 MP, AF",,Yes,About 110 EUR,,Yes,,Yes,Yes,,,,,,,phone,alcatel
217,119 x 58 x 12.4 mm (4.69 x 2.28 x 0.49 in),Mini-SIM,-,"240 x 320 pixels, 4:3 ratio (~143 ppi density)","2.8 inches, 24.3 cm2 (~35.2% screen-to-body ratio)","TFT, 256K colors","2011. Released 2011, November","microSDHC (dedicated slot), 2 GB included",150MB,alcatel OT,GSM / HSPA,600 MHz,Android 2.3 (Gingerbread),Removable Li-Ion 1300 mAh battery,"3.0, A2DP",,,"GPS, A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Wi-Fi 802.11 b/g/n, hotspot","Accelerometer, proximity, compass",,LED flash,"5 MP, AF",,Yes,,,,,Yes,Yes,,,,,,,phone,alcatel
218,110 x 57.4 x 12.4 mm (4.33 x 2.26 x 0.49 in),Mini-SIM,120 g (4.23 oz),"240 x 320 pixels, 4:3 ratio (~143 ppi density)","2.8 inches, 24.3 cm2 (~38.5% screen-to-body ratio)","TFT, 256K colors",2011,microSDHC (dedicated slot),,alcatel OT,GSM,,Android 2.2 (Froyo),Removable Li-Ion battery,"3.0, A2DP",,,"GPS, A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Wi-Fi 802.11 b/g, hotspot","Accelerometer, proximity, compass",,,2 MP,,Yes,,,,,Yes,Yes,,,,,,,phone,alcatel
219,110 x 57.4 x 12.4 mm (4.33 x 2.26 x 0.49 in),Mini-SIM,120 g (4.23 oz),"240 x 320 pixels, 4:3 ratio (~143 ppi density)","2.8 inches, 24.3 cm2 (~38.5% screen-to-body ratio)","TFT, 256K colors","2011, February. Released 2011, June","microSDHC (dedicated slot), 2 GB included",150MB,alcatel OT,GSM / HSPA,600 MHz,Android 2.2 (Froyo),Removable Li-Ion 1300 mAh battery,"3.0, A2DP",,,"GPS, A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Wi-Fi 802.11 b/g/n, hotspot","Accelerometer, proximity, compass",,,2 MP,,Yes,About 80 EUR,,,,Yes,Yes,,,,,,,phone,alcatel
220,109.8 x 58 x 12.4 mm (4.32 x 2.28 x 0.49 in),Mini-SIM,96.4 g (3.39 oz),"240 x 320 pixels, 4:3 ratio (~143 ppi density)","2.8 inches, 24.3 cm2 (~38.1% screen-to-body ratio)","TFT resistive touchscreen, 256K colors","2011, February. Released 2011, May",microSDHC (dedicated slot),50MB,alcatel OT,GSM / UMTS,245 MHz,,Removable Li-Ion 850 mAh battery,"2.1, A2DP",,,No,"Stereo FM radio, RDS",microUSB 2.0,No,,,,2 MP,,Yes,,,,,Yes,Yes,,,,,,,phone,alcatel
221,112 x 61.5 x 12.9 mm (4.41 x 2.42 x 0.51 in),Mini-SIM,102.3 (3.60 oz),"320 x 240 pixels, 4:3 ratio (~167 ppi density)","2.4 inches, 17.8 cm2 (~25.9% screen-to-body ratio)","TFT, 256K colors","2011, February. Released 2011, March",microSDHC (dedicated slot),50MB,alcatel OT,GSM / UMTS / HSPA,245 MHz,,Removable Li-Ion 1000 mAh battery,"2.1, A2DP",,,No,"Stereo FM radio, RDS",microUSB 2.0,No,,,,2 MP,,Yes,,,,,Yes,Yes,,,,,,,phone,alcatel
222,105 x 58 x 12.6 mm (4.13 x 2.28 x 0.50 in),Mini-SIM,100 g (3.53 oz),"320 x 240 pixels, 4:3 ratio (~143 ppi density)","2.8 inches, 24.3 cm2 (~39.9% screen-to-body ratio)","TFT resistive touchscreen, 256K colors","2011, February. Released 2011, Q3",microSDHC (dedicated slot),150MB,alcatel OT,GSM / HSPA,420 MHz,Android 2.1 (Eclair),Removable Li-Ion 1000 mAh battery,"2.1, A2DP",,,"GPS, A-GPS","Stereo FM radio, RDS",microUSB 2.0,Wi-Fi 802.11 b/g,"Accelerometer, compass",,,2 MP,,Yes,,,,,Yes,Yes,,,,,,,phone,alcatel
223,112 x 58.6 x 12.1 mm (4.41 x 2.31 x 0.48 in),Mini-SIM,123 g (4.34 oz),"320 x 480 pixels, 3:2 ratio (~180 ppi density)","3.2 inches, 30.5 cm2 (~46.5% screen-to-body ratio)","TFT, 256K colors","2011, November. Released 2011, November",microSDHC (dedicated slot),512MB 256MB RAM,alcatel OT,GSM / HSPA,650 MHz Cortex-A9,Android 2.3.5 (Gingerbread),Removable Li-Ion 1300 mAh battery,"4.0, A2DP",,,"GPS, A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Wi-Fi 802.11 b/g/n, hotspot","Accelerometer, proximity, compass",,,3.15 MP,,Yes,About 100 EUR,,,,Yes,Yes,,,,,,,phone,alcatel
224,112 x 58.6 x 12.1 mm (4.41 x 2.31 x 0.48 in),"Dual SIM (Mini-SIM, dual stand-by)",123 g (4.34 oz),"320 x 480 pixels, 3:2 ratio (~180 ppi density)","3.2 inches, 30.5 cm2 (~46.5% screen-to-body ratio)","TFT, 256K colors","2011, Q3. Released 2011, December",microSDHC (dedicated slot),512MB 256MB RAM,alcatel OT,GSM / HSPA,650 MHz Cortex-A9,Android 2.3.5 (Gingerbread),Removable Li-Ion 1300 mAh battery,"3.0, A2DP",,,"GPS, A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Wi-Fi 802.11 b/g/n, hotspot","Accelerometer, proximity, compass",,,3.15 MP,,Yes,About 130 EUR,,,,Yes,Yes,,,,,,,phone,alcatel
225,110 x 58 x 12.6 mm (4.33 x 2.28 x 0.50 in),"Dual SIM (Mini-SIM, dual stand-by)",100.7 g (3.53 oz),"320 x 240 pixels, 4:3 ratio (~143 ppi density)","2.8 inches, 24.3 cm2 (~38.1% screen-to-body ratio)","TFT resistive touchscreen, 256K colors","2011, May. Released 2011, Q2",microSDHC (dedicated slot),150MB,alcatel OT,GSM,420 MHz,Android 2.2 (Froyo),Removable Li-Ion 1000 mAh battery,"2.1, A2DP",,,"GPS, A-GPS","Stereo FM radio, RDS",microUSB 2.0,Wi-Fi 802.11 b/g,"Accelerometer, compass",,,2 MP,,320p@15fps,,,,,Yes,Yes,,,,,,,phone,alcatel
226,110 x 58 x 12.6 mm (4.33 x 2.28 x 0.50 in),Mini-SIM,100.7 g (3.53 oz),"320 x 240 pixels, 4:3 ratio (~143 ppi density)","2.8 inches, 24.3 cm2 (~38.1% screen-to-body ratio)","TFT resistive touchscreen, 256K colors","2011, February. Released 2011, May","microSDHC (dedicated slot), 2 GB included",150MB,alcatel OT,GSM,420 MHz,Android 2.1 (Eclair),Removable Li-Ion 1000 mAh battery,"2.1, A2DP",,,"GPS, A-GPS","Stereo FM radio, RDS",microUSB 2.0,Wi-Fi 802.11 b/g,"Accelerometer, compass",,,2 MP,,Yes,About 80 EUR,,,,Yes,Yes,,,,,,,phone,alcatel
227,114 x 56.2 x 14.9 mm (4.49 x 2.21 x 0.59 in),Mini-SIM,146 g (5.15 oz),"240 x 400 pixels, 5:3 ratio (~146 ppi density)","3.2 inches, 29.1 cm2 (~45.5% screen-to-body ratio)","TFT resistive touchscreen, 256K colors","2011, Q2. Released 2011, Q2",microSDHC (dedicated slot),50MB,alcatel OT,GSM,208 MHz,,Removable Li-Ion 850 mAh battery,"2.1, A2DP",,,No,"Stereo FM radio, RDS",microUSB 2.0,No,,,,2 MP,,Yes,,,,,Yes,Yes,,,,,,,phone,alcatel
228,110.5 x 53.4 x 12.3 mm (4.35 x 2.10 x 0.48 in),Mini-SIM,100.5 g (3.53 oz),"240 x 400 pixels, 5:3 ratio (~146 ppi density)","3.2 inches, 29.1 cm2 (~49.4% screen-to-body ratio)","TFT resistive touchscreen, 256K colors","2011, Q1. Released 2011, Q2",microSDHC (dedicated slot),50MB,alcatel OT,GSM,208 MHz,,Removable Li-Ion 1000 mAh battery,"2.1, A2DP",,,No,"Stereo FM radio, RDS",microUSB 2.0,No,Accelerometer,,,2 MP,,Yes,,,,,Yes,Yes,,,,,,,phone,alcatel
229,115 x 61.1 x 12.9 mm (4.53 x 2.41 x 0.51 in),Mini-SIM,102.5 g (3.63 oz),"320 x 240 pixels, 4:3 ratio (~167 ppi density)","2.4 inches, 17.8 cm2 (~25.4% screen-to-body ratio)","TFT resistive touchscreen, 256K colors",2011. Released 2011,microSDHC (dedicated slot),50MB,alcatel OT,GSM,,,Removable Li-Ion battery,"2.1, A2DP",,,No,"Stereo FM radio, RDS",microUSB 2.0,Wi-Fi 802.11 b/g,,,,2 MP,,Yes,,,,,Yes,Yes,,,,,,,phone,alcatel
230,115 x 61.1 x 12.9 mm (4.53 x 2.41 x 0.51 in),"Dual SIM (Mini-SIM, dual stand-by)",101 g (3.56 oz),"320 x 240 pixels, 4:3 ratio (~167 ppi density)","2.4 inches, 17.8 cm2 (~25.4% screen-to-body ratio)","TFT resistive touchscreen, 256K colors","2011, May. Released 2011, Q2",microSDHC (dedicated slot),50MB,alcatel OT,GSM,208 MHz,,Removable Li-Ion 1000 mAh battery,"2.1, A2DP",,,No,"Stereo FM radio, RDS",microUSB 2.0,Wi-Fi 802.11 b/g,,,,2 MP,,QCIF@15fps,,,,,Yes,Yes,,,,,,,phone,alcatel
231,118.5 x 59 x 12.2 mm (4.67 x 2.32 x 0.48 in),Mini-SIM,105 g (3.70 oz),"320 x 240 pixels, 4:3 ratio (~143 ppi density)","2.8 inches, 24.3 cm2 (~34.7% screen-to-body ratio)","TFT resistive touchscreen, 256K colors","2011, February. Released 2011, Q3",microSDHC (dedicated slot),60MB,alcatel OT,GSM,208 MHz,,Removable Li-Ion 850 mAh battery,"2.0, A2DP",,,No,"Stereo FM radio, RDS",microUSB 2.0,Wi-Fi 802.11 b/g,,,,2 MP,,Yes,,,,,Yes,Yes,,,,,,,phone,alcatel
232,115 x 61.1 x 12.9 mm (4.53 x 2.41 x 0.51 in),Mini-SIM,102.5 g (3.60 oz),"320 x 240 pixels, 4:3 ratio (~167 ppi density)","2.4 inches, 17.8 cm2 (~25.4% screen-to-body ratio)","TFT resistive touchscreen, 256K colors","2011, February. Released 2011, Q3",microSDHC (dedicated slot),50MB,alcatel OT,GSM,208 MHz,,Removable Li-Ion 1000 mAh battery,"2.1, A2DP",,,No,"Stereo FM radio, RDS",microUSB 2.0,No,,,,2 MP,,Yes,,,,,Yes,Yes,,,,,,,phone,alcatel
233,111 x 58.2 x 14 mm (4.37 x 2.29 x 0.55 in),Mini-SIM,100.6 g (3.53 oz),"320 x 240 pixels, 4:3 ratio (~167 ppi density)","2.4 inches, 17.8 cm2 (~27.6% screen-to-body ratio)","TFT, 65K colors","2011, February. Released 2011, Q3",microSDHC (dedicated slot),70MB,alcatel OT,GSM,208 MHz,,Removable Li-Ion 850 mAh battery,"2.0, A2DP",,,No,"Stereo FM radio, RDS",microUSB 2.0,No,,,,2 MP,,Yes,,,,,No,Yes,,,,,,,phone,alcatel
234,112 x 47.6 x 12.8 mm (4.41 x 1.87 x 0.50 in),Mini-SIM,-,176 x 220 pixels (~141 ppi density),"2.0 inches, 12.6 cm2 (~23.6% screen-to-body ratio)","TFT, 256K colors","2011. Released 2011, Q2",microSDHC (dedicated slot),,alcatel OT,GSM / UMTS,245 MHz,,Removable Li-Ion 850 mAh battery,"2.1, A2DP",,,No,"Stereo FM radio, RDS",microUSB 2.0,No,,,,2 MP,,Yes,,,,,Yes,Yes,,,,,,,phone,alcatel
235,96 x 48 x 16.8 mm (3.78 x 1.89 x 0.66 in),Mini-SIM,77 g (2.72 oz),128 x 160 pixels (~116 ppi density),"1.77 inches, 9.9 cm2 (~21.4% screen-to-body ratio)","TFT, 256K colors","2011, February. Released 2011, Q3",microSDHC (dedicated slot),2MB,alcatel OT,GSM,104 MHz,,Removable Li-Ion 650 mAh battery,"2.1, A2DP",,,No,"Stereo FM radio, RDS",microUSB 2.0,No,,,,2 MP,,Yes,,,,,Yes,Yes,,,,,,,phone,alcatel
236,101.5 x 52.5 x 12.8 mm (4.00 x 2.07 x 0.50 in),Mini-SIM,-,"240 x 320 pixels, 4:3 ratio (~167 ppi density)","2.4 inches, 17.8 cm2 (~33.5% screen-to-body ratio)","TFT resistive touchscreen, 256K colors","2011, July. Released 2011, July",microSDHC (dedicated slot),3MB,alcatel OT,GSM,104 MHz,,Removable Li-Ion 850 mAh battery,"2.1, A2DP",,,No,"Stereo FM radio, RDS",microUSB 2.0,No,,,,2 MP,,Yes,About 50 EUR,,,,Yes,Yes,,,,,,,phone,alcatel
237,105 x 58 x 12 mm (4.13 x 2.28 x 0.47 in),Mini-SIM,87 g (3.07 oz),220 x 176 pixels (~141 ppi density),"2.0 inches, 12.6 cm2 (~20.7% screen-to-body ratio)","TFT, 256K colors","2011, July. Released 2011, July",microSDHC (dedicated slot),2MB,alcatel OT,GSM,104 MHz,,Removable Li-Ion 850 mAh battery,"2.1, A2DP",,,No,"Stereo FM radio, RDS",microUSB 2.0,No,,,,2 MP,,Yes,,,,,Yes,Yes,,,,,,,phone,alcatel
238,106 x 46 x 13.4 mm (4.17 x 1.81 x 0.53 in),Mini-SIM,80 g (2.82 oz),128 x 160 pixels (~116 ppi density),"1.77 inches, 9.9 cm2 (~20.2% screen-to-body ratio)","TFT, 65K colors","2011, February. Released 2011, Q3",microSDHC (dedicated slot),2MB,alcatel OT,GSM,104 MHz,,Removable Li-Ion 650 mAh battery,"2.1, A2DP",,,No,"Stereo FM radio, RDS",microUSB 2.0,No,,,,2 MP,,Yes,,,,,Yes,Yes,,,,,,,phone,alcatel
239,105 x 58 x 12 mm (4.13 x 2.28 x 0.47 in),Mini-SIM,85 g (3.00 oz),220 x 176 pixels (~141 ppi density),"2.0 inches, 12.6 cm2 (~20.7% screen-to-body ratio)","TFT, 256K colors","2011, August. Released 2011, Q3",microSDHC (dedicated slot),0.4MB,alcatel OT,GSM,104 MHz,,Removable Li-Ion 850 mAh battery,No,,,No,"FM radio, RDS",microUSB 2.0,No,,,,VGA,,Yes,,,,,Yes,Yes,,,,,,,phone,alcatel
240,91 x 44.8 x 19.4 mm (3.58 x 1.76 x 0.76 in),Mini-SIM,74 g (2.61 oz),128 x 160 pixels (~116 ppi density),"1.77 inches, 9.9 cm2 (~24.2% screen-to-body ratio)","TFT, 256K colors","2011, February. Released 2011, Q3",No,1.8MB,alcatel OT,GSM,52 MHz,,Removable Li-Ion 650 mAh battery,"2.0, A2DP (OT-361A)",,,No,"FM radio, RDS",miniUSB (charging only),No,,,,VGA,,No,,,,,Yes,Yes,,,,,,,phone,alcatel
241,103 x 58 x 12.1 mm (4.06 x 2.28 x 0.48 in),Mini-SIM,80 g (2.82 oz),160 x 128 pixels (~114 ppi density),"1.8 inches, 10.2 cm2 (~17.1% screen-to-body ratio)","TFT, 65K colors","2011, February. Released 2011, March",microSDHC (dedicated slot),0.7MB,alcatel OT,GSM,52 MHz,,Removable Li-Ion 650 mAh battery,No,,,No,"FM radio, RDS",miniUSB (charging only),No,,,,VGA,,No,,,,,Yes,Yes,,,,,,,phone,alcatel
